XM_026971221.1	LOC105288151
XM_011339869.3	LOC105279820
XM_011339859.3	LOC105279817
XM_011339856.3	LOC105279815
XM_026971268.1	LOC105279929
XM_026971269.1	LOC105279814
XM_026971102.1	LOC113562268
XM_011339853.2	LOC105279813
XM_011339846.3	LOC105279810
XM_011340055.3	LOC105279927
XM_020031830.2	LOC105279808
XM_026971336.1	LOC109610987
XM_020031832.2	LOC105279806
XM_011339843.3	LOC105279805
XM_011339836.3	LOC105279802
XM_011339840.3	LOC105279804
XM_026971103.1	LOC113562269
XM_011339827.3	LOC105279798
XM_011339830.3	LOC105279800
XM_011339835.3	LOC105279801
XM_020031821.2	LOC105279795
XM_026971485.1	LOC113562327
XM_011339813.2	LOC105279790
XM_026971114.1	LOC105279789
XM_011339808.3	LOC105279788
XM_011339802.3	LOC105279784
XM_011339805.3	LOC105279786
XM_011339803.3	LOC105279785
XM_011339799.1	LOC105279782
XM_011339797.3	LOC105279780
XM_026971104.1	LOC105279779
XM_011339781.3	LOC105279771
XM_011339783.2	LOC105279772
XM_011339786.3	LOC105279773
XM_011339787.3	LOC105279774
XM_020031755.2	LOC105279775
XM_011339791.3	LOC105279776
XM_011339792.3	LOC105279778
XM_011339780.3	LOC105279770
XM_011339779.3	LOC105279769
XM_011339778.3	LOC105279768
XM_011339777.3	LOC105279767
XM_011339771.3	LOC105279763
XM_011339774.3	LOC105279766
XM_011339769.3	LOC105279762
XM_011339767.2	LOC105279761
XM_026971271.1	LOC105279760
XM_020031784.2	LOC105279759
XM_011339749.3	LOC105279756
XM_011339745.3	LOC105279753
XM_011339736.2	LOC105279750
XM_011339737.3	LOC105279751
XM_011339739.3	LOC105279752
XM_011339730.3	LOC105279748
XM_026971105.1	LOC105279922
XM_020031814.2	LOC109610999
XM_026971562.1	LOC113562334
XM_011339728.3	LOC105279746
XM_026971561.1	LOC105279747
XM_020031794.2	LOC109610998
XM_026971218.1	LOC105279745
XM_026971216.1	LOC105279741
XM_011339724.3	LOC105279740
XM_011339721.3	LOC105279738
XM_026971544.1	LOC113562331
XM_011339718.3	LOC105279737
XM_026971542.1	LOC105279736
XM_011339708.3	LOC105279733
XM_011339709.3	LOC105279734
XM_011339713.3	LOC105279735
XM_011339705.3	LOC105279732
XM_026971108.1	LOC105279726
XM_011339678.2	LOC105279725
XM_011339689.2	LOC105279728
XM_011339694.3	LOC105279729
XM_026971480.1	LOC105279723
XM_026971482.1	LOC105279724
XM_011339670.3	LOC105279719
XM_011339671.3	LOC105279720
XM_011339674.3	LOC105279722
XM_011339668.3	LOC105279717
XM_026971470.1	LOC105279716
XM_026971481.1	LOC113562326
XM_011339657.2	LOC105279712
XM_026971478.1	LOC105279713
XM_026971472.1	LOC105279714
XM_011339646.3	LOC105279706
XM_011339647.3	LOC105279708
XM_026971369.1	LOC105279709
XM_011339656.2	LOC105279710
XM_020031813.2	LOC105279705
XM_011339643.3	LOC105279704
XM_011339642.3	LOC105279703
XM_011339641.3	LOC105279702
XM_026971370.1	LOC113562316
XM_011339635.3	LOC105279700
XM_011339640.3	LOC105279701
XM_011339632.3	LOC105279698
XM_026971121.1	LOC105279697
XM_026971198.1	LOC105279692
XM_020031809.2	LOC105279919
XM_026971199.1	LOC105279694
XM_011339628.3	LOC105279696
XM_011339618.3	LOC105279691
XM_011339614.3	LOC105279689
XM_026971514.1	LOC105279690
XM_026971510.1	LOC105279687
XM_011339591.2	LOC105279679
XM_011339594.3	LOC105279681
XM_011339604.3	LOC105279683
XM_026971456.1	LOC105279684
XM_011339607.3	LOC105279685
XM_011339588.3	LOC105279677
XM_011339587.3	LOC105279676
XM_020031768.2	LOC105279673
XM_011339581.3	LOC105279672
XM_011339580.3	LOC105279671
XM_011339578.3	LOC105279670
XM_026971462.1	LOC113562325
XM_011339577.2	LOC105279669
XM_011339576.2	LOC105279668
XM_011339575.3	LOC105279666
XM_011339570.3	LOC105279663
XM_011339572.2	LOC105279664
XM_026971450.1	LOC105279661
XM_011339568.3	LOC105279660
XM_026971109.1	LOC113562270
XM_011339563.3	LOC105279657
XM_020031802.2	LOC105279659
XM_026971407.1	LOC105279658
XM_026971402.1	LOC105279916
XM_011339558.3	LOC105279654
XM_026971397.1	LOC105279655
XM_026971406.1	LOC105279652
XM_011339557.3	LOC105279653
XM_011339551.2	LOC105279650
XM_011339554.3	LOC105279651
XM_026971045.1	LOC105279649
XM_011353081.3	LOC105287508
XM_011353082.3	LOC105287509
XM_011353077.3	LOC105287506
XM_026971110.1	LOC105286587
XM_011351587.3	LOC105286558
XM_011351585.3	LOC105286557
XM_011351594.3	LOC105286562
XM_011351591.3	LOC105286561
XM_011351590.3	LOC105286560
XM_026971160.1	LOC105286564
XM_011351596.3	LOC105286563
XM_026971167.1	LOC105286567
XM_026971169.1	LOC105286568
XM_011351609.3	LOC105286569
XM_011351614.3	LOC105286574
XM_026971170.1	LOC105286577
XM_011351620.3	LOC105286579
XM_011351624.3	LOC105286582
XM_011351623.3	LOC105286580
XM_011351625.3	LOC105286583
XM_026971215.1	LOC113562286
XM_011351626.3	LOC105286584
XM_011351630.3	LOC105286586
XM_011351633.2	LOC105286590
XM_026971182.1	LOC113562284
XM_011349539.3	LOC105285380
XM_011349537.3	LOC105285379
XM_026970917.1	LOC105285382
XM_011352913.2	LOC105287365
XM_011343586.2	LOC105281978
XM_026971112.1	LOC113562271
XM_026971226.1	LOC105281988
XM_020032491.2	LOC105281982
XM_011343593.3	LOC105281986
XM_011343592.3	LOC105281985
XM_026971195.1	LOC113562285
XM_026971270.1	LOC113562299
XM_026971284.1	LOC105286018
XM_026971117.1	LOC113562272
XM_026971120.1	LOC113562273
XM_011344050.1	LOC105282216
XM_026971122.1	LOC109611033
XM_026971125.1	LOC113562274
XM_011339120.2	LOC105279384
XM_026971127.1	LOC105285997
XM_026971128.1	LOC105285996
XM_026971129.1	LOC105285012
XM_011343580.2	LOC105281974
XM_026971373.1	LOC113562318
XM_011352054.3	LOC105286822
XM_011352056.3	LOC105286823
XM_011352060.2	LOC105286826
XM_011352059.2	LOC105286825
XM_026971469.1	LOC105284604
XM_011348915.3	LOC105284981
XM_011348801.3	LOC105284915
XM_011348490.3	LOC105284718
XM_011348672.2	LOC105284841
XM_011349599.3	LOC105285339
XM_011349413.3	LOC105285264
XM_011349218.3	LOC105285128
XM_011349720.3	LOC105285460
XM_011350318.3	LOC105285795
XM_011350113.3	LOC105285614
XM_011349822.3	LOC105285536
XM_011350476.2	LOC105285868
XM_011350646.3	LOC105285965
XM_011350888.3	LOC105286143
XM_026971467.1	LOC105286474
XM_011352183.2	LOC105286831
XM_011351905.3	LOC105286725
XM_011352364.2	LOC105286979
XM_011352479.3	LOC105287050
XM_011353030.3	LOC105287449
XM_011352881.2	LOC105287291
XM_011353090.3	LOC105287510
XM_026971321.1	LOC105287576
XM_011353176.3	LOC105287563
XM_011353166.3	LOC105287552
XM_011353153.3	LOC105287548
XM_026970959.1	LOC113562240
XM_011353120.3	LOC105287531
XM_011353111.3	LOC105287522
XM_011353246.3	LOC105287596
XM_026971230.1	LOC105287585
XM_011353267.3	LOC105287622
XM_011353362.2	LOC105287636
XM_011353277.2	LOC105287629
XM_011353375.3	LOC105287672
XM_011353395.3	LOC105287687
XM_011353464.3	LOC105287730
XM_011353444.3	LOC105287717
XM_026971356.1	LOC105287695
XM_011353477.3	LOC105287739
XM_011353514.3	LOC105287756
XM_011353554.3	LOC105287785
XM_011353543.3	LOC105287774
XM_011353533.3	LOC105287766
XM_011353597.2	LOC105287806
XM_011353573.3	LOC105287796
XM_011353610.3	LOC105287812
XM_011353640.2	LOC105287830
XM_011353664.3	LOC105287844
XM_011353650.3	LOC105287838
XM_011353715.2	LOC105287870
XM_020034573.2	LOC105287850
XM_020034420.2	LOC105287881
XM_026971361.1	LOC113562312
XM_026971354.1	LOC105287901
XM_026971357.1	LOC105287895
XM_011353785.1	LOC105287914
XM_026971358.1	LOC105287920
XM_011353859.3	LOC105287953
XM_026971351.1	LOC105287969
XM_011353898.3	LOC105287976
XM_011353910.3	LOC105287987
XM_011353956.3	LOC105288014
XM_026970928.1	LOC105288005
XM_011353921.2	LOC105287998
XM_026971440.1	LOC105288019
XM_026971387.1	LOC105288028
XM_020034539.2	LOC105288071
XM_020034547.2	LOC105288058
XM_026971135.1	LOC105275086
XM_020030191.2	LOC109610682
XM_011354113.3	LOC105288104
XM_026971134.1	LOC113562277
XM_011354089.3	LOC105288097
XM_011354078.3	LOC105288088
XM_011354134.3	LOC105288114
XM_011354144.2	LOC105288124
XM_011354213.3	LOC105288160
XM_026971332.1	LOC105288172
XM_011354266.2	LOC105288195
XM_011354254.3	LOC105288182
XM_011354279.3	LOC105288201
XM_011354321.3	LOC105288219
XM_011354306.3	LOC105288213
XM_026970903.1	LOC113562234
XM_011354334.3	LOC105288225
XM_011354345.3	LOC105288231
XM_011354366.3	LOC105288249
XM_026970896.1	LOC105274442
XM_026970902.1	LOC113562233
XM_011330598.3	LOC105274447
XM_011330670.3	LOC105274488
XM_011330637.3	LOC105274475
XM_011330799.2	LOC105274540
XM_011330761.2	LOC105274534
XM_011330749.3	LOC105274519
XM_011330709.3	LOC105274495
XM_026970894.1	LOC105274583
XM_011330817.3	LOC105274565
XM_011330860.3	LOC105274593
XM_011330872.3	LOC105274600
XM_011330933.2	LOC105274614
XM_011330964.3	LOC105274659
XM_011330952.3	LOC105274649
XM_011330984.3	LOC105274671
XM_020030246.2	LOC105274686
XM_026971426.1	LOC105274726
XM_026971432.1	LOC105274718
XM_011331045.2	LOC105274704
XM_011331099.3	LOC105274735
XM_011331112.3	LOC105274742
XM_011331131.3	LOC105274751
XM_011331143.3	LOC105274763
XM_011331166.3	LOC105274772
XM_011331205.2	LOC105274776
XM_011331182.3	LOC105274775
XM_020033209.2	LOC105274793
XM_026971306.1	LOC105274800
XM_011331263.3	LOC105274822
XM_020030231.1	LOC105274807
XM_011331321.2	LOC105274857
XM_011331283.3	LOC105274829
XM_011331330.3	LOC105274864
XM_011331340.3	LOC105274872
XM_011331360.3	LOC105274889
XM_011331349.3	LOC105274882
XM_011331373.3	LOC105274898
XM_026971052.1	LOC105274914
XM_026971056.1	LOC105274930
XM_011331450.3	LOC105274950
XM_011331492.3	LOC105274963
XM_011331559.2	LOC105274983
XM_020030273.2	LOC105274996
XM_026971307.1	LOC105275010
XM_026971389.1	LOC105275024
XM_026971393.1	LOC105275029
XM_026971519.1	LOC105282795
XM_026971516.1	LOC105275044
XM_011345025.3	LOC105282796
XM_011345026.3	LOC105282797
XM_011345042.3	LOC105282804
XM_011345039.3	LOC105282803
XM_011345036.3	LOC105282802
XM_011345034.3	LOC105282801
XM_020032807.2	LOC105282799
XM_011345032.3	LOC109610639
XM_011345046.3	LOC105282807
XM_011345047.3	LOC105282808
XM_011345053.3	LOC105282812
XM_020032811.2	LOC105282810
XM_011345050.3	LOC105282809
XM_011345054.3	LOC105282813
XM_011345055.3	LOC105282814
XM_011345057.3	LOC105282816
XM_011345059.3	LOC105282817
XM_011345062.3	LOC105282821
XM_026971278.1	LOC105282822
XM_011345075.3	LOC105282823
XM_011345076.3	LOC105282825
XM_020032812.2	LOC105282831
XM_011345086.3	LOC105282830
XM_011345084.3	LOC105282829
XM_011345083.3	LOC105282828
XM_011345082.2	LOC105282826
XM_011345090.3	LOC105282834
XM_011345094.3	LOC105282837
XM_011345097.3	LOC105282838
XM_011345099.3	LOC105282839
XM_011345101.3	LOC105282841
XM_011345103.3	LOC105282842
XM_011345105.2	LOC105282843
XM_026971180.1	LOC105282844
XM_026971143.1	LOC113561374
XM_026971145.1	LOC113561373
XM_026971842.1	LOC113562406
XM_026971746.1	LOC113562366
XM_020032078.2	LOC105280639
XM_026971843.1	LOC113562408
XM_026971840.1	LOC113562405
XM_026971844.1	LOC113562409
XM_026971839.1	LOC113562404
XM_011341300.3	LOC105280634
XM_026971808.1	LOC113561372
XM_011341299.3	LOC105280633
XM_026971845.1	LOC113562410
XM_026971800.1	LOC113562383
XM_026971846.1	LOC113562411
XM_020031379.2	LOC105278595
XM_011337802.3	LOC105278594
XM_026971847.1	LOC105278596
XM_026971790.1	LOC113562375
XM_026971830.1	LOC113562399
XM_026971848.1	LOC113562416
XM_026971849.1	LOC105282935
XM_026971887.1	LOC113562441
XM_011341652.2	LOC105280833
XM_026971789.1	LOC113562374
XM_011341657.3	LOC105280836
XM_011341653.2	LOC105280835
XM_011341662.3	LOC105280838
XM_026971850.1	LOC113562418
XM_011341663.2	LOC105280839
XM_011337749.2	LOC105278572
XM_011337750.1	LOC105278573
XM_026971852.1	LOC113562419
XM_026971853.1	LOC105278958
XM_026971861.1	LOC113562428
XM_011338418.3	LOC105278954
XM_026971856.1	LOC113562422
XM_026971857.1	LOC113562423
XM_026971858.1	LOC113562425
XM_026971715.1	LOC113562361
XM_011340498.2	LOC105280186
XM_011351302.3	LOC105286372
XM_026971713.1	LOC105280187
XM_026971859.1	LOC113562426
XM_011352873.3	LOC105287312
XM_026971714.1	LOC113561405
XM_026971716.1	LOC105275920
XM_026971860.1	LOC113562427
XM_026971862.1	LOC105279391
XM_026971760.1	LOC105286955
XM_026971864.1	LOC113562432
XM_026971872.1	LOC113562436
XM_026971873.1	LOC113562437
XM_026971838.1	LOC113562403
XM_026971801.1	LOC113562385
XM_026972039.1	LOC113562459
XM_026972040.1	LOC105287446
XM_026972041.1	LOC113562460
XM_026971806.1	LOC113562389
XM_011340045.2	LOC105279908
XM_011350755.2	LOC105286098
XM_026972042.1	LOC105283538
XM_011346379.1	LOC105283545
XM_026972044.1	LOC113562461
XM_026972045.1	LOC105285525
XM_026971807.1	LOC113562390
XM_026972046.1	LOC105287382
XM_026972047.1	LOC113562466
XM_026971720.1	LOC105287358
XM_026971719.1	LOC113562363
XM_026971803.1	LOC113562388
XM_026971802.1	LOC113562387
XM_026972048.1	LOC113562468
XM_026972049.1	LOC113562469
XM_011344406.1	LOC105282454
XM_011344407.1	LOC105282455
XM_026971797.1	LOC113562381
XM_026971795.1	LOC113562379
XM_026972050.1	LOC113562470
XM_011338429.1	LOC105278969
XM_026971796.1	LOC113562380
XM_011338430.2	LOC105278971
XM_026972051.1	LOC113562471
XM_026972052.1	LOC105287259
XM_026972053.1	LOC105285270
XM_026972054.1	LOC113562472
XM_026972055.1	LOC113562473
XM_011353559.3	LOC105287792
XM_026971855.1	LOC113562421
XM_011353568.3	LOC105287794
XM_011353569.3	LOC105287795
XM_011353571.3	LOC105287798
XM_026971798.1	LOC105287799
XM_011353577.3	LOC105287801
XM_011353575.3	LOC105287800
XM_011353579.3	LOC105287802
XM_011353580.3	LOC105287803
XM_011353581.3	LOC105287804
XM_026971653.1	LOC105287807
XM_026971661.1	LOC105287805
XM_011353599.3	LOC105287808
XM_020034412.2	LOC105287809
XM_011353605.3	LOC105287810
XM_011353606.3	LOC105287811
XM_020034415.2	LOC105287813
XM_011353608.3	LOC105287814
XM_011353611.3	LOC105287815
XM_011353613.3	LOC105287817
XM_026971665.1	LOC105287816
XM_011353614.3	LOC105287818
XM_011353620.3	LOC105287820
XM_011353623.3	LOC105287821
XM_011353629.3	LOC105287824
XM_011353626.3	LOC105287823
XM_011353625.2	LOC105287822
XM_026971764.1	LOC113562370
XM_011339893.3	LOC105279835
XM_026971865.1	LOC113562433
XM_026971866.1	LOC113561410
XM_011332815.3	LOC105275741
XM_011332812.3	LOC105275739
XM_011332852.3	LOC105275753
XM_011332850.3	LOC105275752
XM_011332849.3	LOC105275751
XM_011332856.3	LOC105275755
XM_011332859.3	LOC105275758
XM_011332860.3	LOC105275760
XM_011332861.3	LOC105275761
XM_026971712.1	LOC105275762
XM_011331328.3	LOC105274863
XM_011331327.3	LOC105274862
XM_011331324.3	LOC105274860
XM_011331325.3	LOC105274861
XM_026971985.1	LOC113562450
XM_026971981.1	LOC105287501
XM_026971983.1	LOC105274859
XM_011331318.3	LOC105274858
XM_011331315.3	LOC105274854
XM_011331317.3	LOC105274856
XM_011331313.3	LOC105274853
XM_011331312.3	LOC105274852
XM_011331309.3	LOC105274851
XM_011331306.3	LOC105274849
XM_011331307.3	LOC105274850
XM_011331293.3	LOC105274843
XM_026971684.1	LOC105274844
XM_026971686.1	LOC105274845
XM_011331298.1	LOC105274846
XM_011331300.3	LOC105274847
XM_011331305.3	LOC105274848
XM_026971692.1	LOC105274840
XM_011331289.3	LOC105274841
XM_011331290.3	LOC105274842
XM_011331287.3	LOC105274839
XM_011331286.3	LOC105274838
XM_026972098.1	LOC105274836
XM_026972100.1	LOC113562489
XM_026972101.1	LOC105274837
XM_011331280.3	LOC105274835
XM_011331278.3	LOC105274833
XM_011331279.3	LOC105274834
XM_011331275.3	LOC105274831
XM_026972056.1	LOC113562474
XM_026972016.1	LOC113562452
XM_011331268.3	LOC105274828
XM_011331265.3	LOC105274827
XM_011331264.3	LOC105274826
XM_011331262.3	LOC105274825
XM_011331259.3	LOC113561381
XM_026971965.1	LOC105274823
XM_026971962.1	LOC105274820
XM_011331257.2	LOC105274818
XM_011331256.3	LOC105274817
XM_011350310.3	LOC105285816
XM_011350311.3	LOC105285817
XM_011350312.3	LOC105285818
XM_026972005.1	LOC105285819
XM_026972057.1	LOC113562475
XM_011350319.3	LOC105285820
XM_011350322.2	LOC105285821
XM_011350324.3	LOC105285823
XM_011350326.3	LOC105285824
XM_011350327.3	LOC105285825
XM_026972030.1	LOC105285838
XM_026972031.1	LOC113562457
XM_011350330.2	LOC105285827
XM_011350333.3	LOC105285828
XM_011350335.3	LOC105285829
XM_011350336.3	LOC105285830
XM_011350337.2	LOC105285831
XM_026972058.1	LOC113562476
XM_011350343.3	LOC105285833
XM_026971566.1	LOC105285835
XM_011350344.3	LOC105285834
XM_011350348.3	LOC105285836
XM_020033798.2	LOC105285841
XM_026971823.1	LOC105285837
XM_026972059.1	LOC105279644
XM_011339579.3	LOC105279667
XM_011339603.2	LOC105279682
XM_011339616.3	LOC105279688
XM_011339639.2	LOC105279695
XM_011339651.3	LOC105279707
XM_011339673.3	LOC105279718
XM_026971812.1	LOC105279727
XM_026971820.1	LOC113562397
XM_020031775.2	LOC109610993
XM_011339701.3	LOC105279731
XM_026971817.1	LOC105279739
XM_026972060.1	LOC105279749
XM_020031739.2	LOC105279816
XM_011339850.3	LOC105279809
XM_011339819.3	LOC105279794
XM_026971816.1	LOC113562395
XM_026971819.1	LOC113562396
XM_011339873.2	LOC105279822
XM_020031800.2	LOC105279843
XM_026971766.1	LOC105287880
XM_011353744.2	LOC105287882
XM_011353727.3	LOC105287879
XM_011353725.3	LOC105287878
XM_011353722.3	LOC105287877
XM_011353720.3	LOC105287875
XM_011353721.2	LOC105287876
XM_011353719.3	LOC105287874
XM_026971893.1	LOC105287873
XM_026971889.1	LOC105287891
XM_011353713.3	LOC105287871
XM_026971892.1	LOC105287872
XM_011353710.3	LOC105287869
XM_011353701.3	LOC105287868
XM_011353696.3	LOC105287866
XM_011353695.3	LOC105287864
XM_011353694.2	LOC105287863
XM_011353753.3	LOC105287890
XM_011353691.3	LOC105287861
XM_026972061.1	LOC105287857
XM_026971705.1	LOC105287889
XM_011353688.2	LOC105287860
XM_011353684.3	LOC105287856
XM_026971707.1	LOC105287855
XM_011353682.3	LOC105287854
XM_011353679.3	LOC105287853
XM_026971832.1	LOC113562400
XM_026971833.1	LOC113562401
XM_011353675.3	LOC105287852
XM_011353672.3	LOC105287849
XM_011353671.3	LOC105287848
XM_011353670.2	LOC105287847
XM_011353669.2	LOC105287846
XM_011353655.3	LOC105287843
XM_011353667.3	LOC105287845
XM_011353653.2	LOC105287842
XM_026972062.1	LOC105287840
XM_011353652.2	LOC105287841
XM_011353646.3	LOC105287839
XM_011353643.2	LOC105287837
XM_011353642.3	LOC105287835
XM_011353641.3	LOC105287834
XM_011353639.3	LOC105287833
XM_011353638.3	LOC105287832
XM_011353637.3	LOC105287831
XM_011353632.3	LOC105287826
XM_011353635.3	LOC105287827
XM_020034422.2	LOC105287829
XM_011353630.2	LOC105287825
XM_026971993.1	LOC105275742
XM_011332822.3	LOC105275743
XM_011332826.3	LOC105275744
XM_011332827.3	LOC105275746
XM_026971997.1	LOC105275750
XM_011332835.3	LOC105275747
XM_011332810.2	LOC105275736
XM_011332804.3	LOC105275734
XM_011332807.3	LOC105275735
XM_020030387.2	LOC105275775
XM_011332802.3	LOC105275733
XM_011332801.2	LOC105275732
XM_026972063.1	LOC105275730
XM_026971610.1	LOC113562349
XM_011332795.3	LOC105275728
XM_011332789.3	LOC105275722
XM_011332791.3	LOC105275724
XM_011332792.2	LOC105275725
XM_026971836.1	LOC105275774
XM_026971837.1	LOC105275773
XM_011332770.2	LOC105275714
XM_011332771.2	LOC105275715
XM_011332773.3	LOC105275716
XM_011332775.3	LOC105275717
XM_020030469.1	LOC105275720
XM_026972064.1	LOC109610744
XM_011332763.3	LOC105275713
XM_011332759.3	LOC105275712
XM_011332755.3	LOC105275711
XM_026971792.1	LOC105275710
XM_011332753.3	LOC105275708
XM_011332751.3	LOC105275707
XM_026971581.1	LOC113562345
XM_026971578.1	LOC105275705
XM_026971577.1	LOC105275703
XM_011332745.3	LOC105275704
XM_020030455.2	LOC105275702
XM_011332736.3	LOC105275699
XM_026972033.1	LOC105275700
XM_011332723.2	LOC105275693
XM_011332724.3	LOC105275694
XM_011332725.3	LOC105275695
XM_011332726.3	LOC105275696
XM_011332728.3	LOC105275697
XM_011332732.3	LOC105275698
XM_011332720.3	LOC105275692
XM_011332712.3	LOC105275688
XM_011332715.3	LOC105275689
XM_011332718.3	LOC105275690
XM_011332703.3	LOC105275685
XM_026971588.1	LOC105275687
XM_026972066.1	LOC109610734
XM_011332694.3	LOC105275681
XM_011332695.3	LOC105275682
XM_011332700.3	LOC105275683
XM_011332686.3	LOC105275675
XM_011332690.3	LOC105275676
XM_011332691.3	LOC105275677
XM_011332692.3	LOC105275678
XM_011332693.3	LOC105275679
XM_011332683.3	LOC105275674
XM_011332682.3	LOC105275673
XM_011332680.3	LOC105275672
XM_026971717.1	LOC105275671
XM_011332676.2	LOC105275669
XM_011332675.2	LOC105275668
XM_011332670.3	LOC105275666
XM_026971978.1	LOC105275667
XM_011332669.3	LOC105275665
XM_026971809.1	LOC105275664
XM_011332663.3	LOC105275662
XM_011332662.3	LOC105275661
XM_026972037.1	LOC105275658
XM_026972038.1	LOC113562458
XM_011332659.3	LOC105275657
XM_026972035.1	LOC105275771
XM_011332653.2	LOC105275655
XM_011332656.3	LOC105275656
XM_026971986.1	LOC105275653
XM_011332651.3	LOC105275654
XM_011332644.3	LOC105275651
XM_011332640.3	LOC105275649
XM_011332641.3	LOC105275650
XM_011332624.3	LOC105275642
XM_011332625.3	LOC105275644
XM_026972015.1	LOC105275645
XM_011332630.3	LOC105275646
XM_011332636.2	LOC105275648
XM_026972014.1	LOC105275641
XM_026971970.1	LOC105275637
XM_026971969.1	LOC113562447
XM_026971967.1	LOC105275639
XM_011332608.2	LOC105275636
XM_011332606.3	LOC105275635
XM_011332605.2	LOC105275634
XM_026971652.1	LOC105275632
XM_011332600.3	LOC105275631
XM_011332598.3	LOC105275630
XM_011332594.3	LOC105275628
XM_026971990.1	LOC105275627
XM_011332584.3	LOC105275624
XM_011332591.3	LOC105275625
XM_011332574.3	LOC105275618
XM_011332576.3	LOC105275619
XM_011332577.3	LOC105275620
XM_011332581.3	LOC105275623
XM_026971924.1	LOC105275621
XM_011332573.3	LOC105275617
XM_011332570.2	LOC105275615
XM_026971922.1	LOC105275616
XM_011332565.3	LOC105275614
XM_011332564.3	LOC105275613
XM_011332556.3	LOC105275609
XM_026972067.1	LOC105275769
XM_011332561.3	LOC105275610
XM_011332562.3	LOC105275611
XM_020030483.2	LOC109610747
XM_011332563.2	LOC105275612
XM_011332555.3	LOC105275608
XM_026971636.1	LOC105275603
XM_026971648.1	LOC105275605
XM_026972068.1	LOC113562479
XM_011332532.3	LOC105275600
XM_011332530.3	LOC105275599
XM_011332526.3	LOC105275598
XM_011332523.3	LOC105275596
XM_026971754.1	LOC105275597
XM_026971755.1	LOC113562367
XM_011332522.3	LOC105275595
XM_011332510.3	LOC105275583
XM_026971752.1	LOC105275585
XM_011332515.2	LOC105275586
XM_011332516.3	LOC105275587
XM_026972069.1	LOC105275589
XM_011332518.3	LOC105275591
XM_011332520.3	LOC105275592
XM_011332505.3	LOC105275581
XM_026971748.1	LOC105275582
XM_020030436.2	LOC105275578
XM_011332499.3	LOC105275577
XM_020030441.2	LOC105275767
XM_020030437.1	LOC105275573
XM_020030438.2	LOC105275574
XM_011332494.3	LOC105275575
XM_011332498.3	LOC105275576
XM_011332490.3	LOC105275572
XM_011332488.3	LOC105275571
XM_011332487.3	LOC105275570
XM_011332486.3	LOC105275569
XM_011332484.3	LOC105275568
XM_011332478.3	LOC105275565
XM_011332479.3	LOC105275566
XM_011332483.3	LOC105275567
XM_011332477.3	LOC105275564
XM_026972012.1	LOC105275562
XM_011332474.3	LOC105275560
XM_011332471.3	LOC105275559
XM_011332466.3	LOC105275558
XM_011332463.3	LOC105275555
XM_026971988.1	LOC105275556
XM_020030431.2	LOC105275554
XM_011332461.3	LOC109610638
XM_011332460.1	LOC105275553
XM_011332457.3	LOC105275550
XM_011332458.2	LOC105275551
XM_011332456.2	LOC105275548
XM_011332453.3	LOC105275546
XM_026972092.1	LOC105275544
XM_011332448.3	LOC105275543
XM_011332447.3	LOC105275542
XM_011332446.3	LOC105275541
XM_011332445.3	LOC105275538
XM_026971975.1	LOC105275537
XM_011332441.3	LOC105275536
XM_020030444.2	LOC105275534
XM_011332435.3	LOC105275533
XM_011332434.3	LOC105275531
XM_026971728.1	LOC105275527
XM_026972070.1	LOC113562480
XM_026971733.1	LOC105275530
XM_011332432.3	LOC105275529
XM_011332430.3	LOC105275526
XM_011332429.3	LOC105275525
XM_026971739.1	LOC105275523
XM_011332422.3	LOC105275519
XM_011332425.3	LOC105275520
XM_011332426.3	LOC105275521
XM_011332415.3	LOC105275515
XM_026972071.1	LOC105275765
XM_026971736.1	LOC105275764
XM_011332417.3	LOC105275517
XM_011332421.3	LOC105275518
XM_020030400.2	LOC105275511
XM_026971679.1	LOC105275510
XM_020030406.2	LOC105275512
XM_026971678.1	LOC113562355
XM_011332411.2	LOC105275513
XM_011332404.2	LOC105275507
XM_011332405.3	LOC105275509
XM_026971677.1	LOC105275503
XM_011332392.3	LOC105275502
XM_011332390.3	LOC105275501
XM_011332377.2	LOC105275499
XM_011332388.2	LOC105275500
XM_011332375.3	LOC105275498
XM_011332365.2	LOC105275495
XM_011332373.2	LOC105275496
XM_011332362.3	LOC105275493
XM_011332364.3	LOC105275494
XM_011332361.3	LOC105275492
XM_011332360.3	LOC105275490
XM_011332357.3	LOC105275489
XM_011332348.3	LOC105275487
XM_026971617.1	LOC113562350
XM_011332347.3	LOC105275486
XM_026971611.1	LOC105275482
XM_011332340.3	LOC105275483
XM_011332341.3	LOC105275484
XM_011332343.3	LOC105275485
XM_011332334.3	LOC105275481
XM_011332331.3	LOC105275480
XM_011332330.3	LOC105275478
XM_011332329.3	LOC105275477
XM_011332328.3	LOC105275476
XM_026971596.1	LOC105275475
XM_011332320.3	LOC105275471
XM_011332321.3	LOC105275472
XM_011332322.3	LOC105275473
XM_026971810.1	LOC105275474
XM_011332317.3	LOC105275470
XM_011332315.3	LOC105275469
XM_026971811.1	LOC105275468
XM_011332313.3	LOC113561371
XM_011332309.3	LOC105275464
XM_011332310.3	LOC105275465
XM_011332306.3	LOC105275461
XM_020030389.2	LOC105275463
XM_026972020.1	LOC105275459
XM_011332292.3	LOC105275458
XM_011332289.3	LOC105275457
XM_011332287.3	LOC105275455
XM_011332285.3	LOC105275454
XM_011332284.3	LOC105275453
XM_011332283.2	LOC105275452
XM_026972073.1	LOC105275763
